"","date","piid","agency","ceiling_value","value","update_date","fpds_status","fpds_link","vendor","description","savings"
"733",2025-02-10,"91990024F0362","Department of Education",3388045.68,3574934,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990024F0362&modNumber=P00003&idvAgencyID=&idvPIID=91990021D0001&contractType=AWARD","MDRC","This task order will support refinement of the study reporting plan, institutional review board efforts, random assignment, implementation support and monitoring, data collection activities, as well as optionally a data analysis plan and interim snapshot, building off of work performed under Task Order 0001 (Contract # 91990021D0001/91990021F0357) and Task Order 0005 (Contract # 91990021D0001/91990024F0308) to carry out an impact evaluation of education products that provide supplemental instruction in math in low-performing schools.",3574934
"734",2025-02-10,"EDIES15C0046","Department of Education",12636994,3974985,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=EDIES15C0046&modNumber=P00013&idvAgencyID=&idvPIID=&contractType=AWARD","RESEARCH TRIANGLE INSTITUTE","Post High School Outcomes for Youth with Disabilities. This contract will collect administrative records and describe the secondary school, postsecondary education, and employment and earning outcomes of a sample of high school youth with disabilities.",3974985
"735",2025-02-10,"91990025F0023","Department of Education",3999344.28,3999344,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990025F0023&modNumber=P00001&idvAgencyID=&idvPIID=91990021D0001&contractType=AWARD","MDRC","Impact Study of Strategies to Accelerate Math Learning: Phase IV Activities",3999344
"736",2025-02-10,"91990019C0059","Department of Education",7259101,4250844,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990019C0059&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD","WESTAT, INC.","Evaluation of Title I Pilots That Provide Flexibility Under the Every Student Succeeds Act - Contract to conduct an evaluation of up to two pilot programs authorized by the Every Student Succeeds Act: (1) Innovative Assessment and Accountability Demonstration Authority; (2) Flexibility for Equitable Per-Pupil Funding. The evaluation will focus on describing implementation in initial pilot sites, challenges faced, and approaches to mitigating challenges.",4250844
"737",2025-02-10,"91990024C0044","Department of Education",4606863.36,4606863,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990024C0044&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","CYBER SYNERGY CONSULTING GROUP, LLC","This contract supports the National Center for Education Research (NCER) and the National Center for Special Education Research Technical Working Group (TWG) Meetings.",4606863
"738",2025-02-10,"91990019F0025","Department of Education",42575147,4733320,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990019F0025&modNumber=P00028&idvAgencyID=&idvPIID=GS00Q14OADU223&contractType=AWARD","WESTAT, INC.","$e",4733320
"739",2025-02-10,"91990022F0057","Department of Education",6791206,4895255,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990022F0057&modNumber=P00005&idvAgencyID=&idvPIID=91990021D0004&contractType=AWARD","WESTAT, INC.","	ENGLISH LEARNER",4895255
"740",2025-02-10,"91990018C0044","Department of Education",15906294.8,5923413,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990018C0044&modNumber=P00014&idvAgencyID=&idvPIID=&contractType=AWARD","MATHEMATICA INC.","An Impact Evaluation to Inform the Teacher and School Leader Incentive Program",5923413
"741",2025-02-10,"91990019C0056","Department of Education",18721765.69,6017720,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990019C0056&modNumber=P00017&idvAgencyID=&idvPIID=&contractType=AWARD","MATHEMATICA INC.","An implementation and impact evaluation study of the 21st Century Community Learning Centers (21st CCLC) program.  The services include intervention implementation, execution, and data collection for the impact study.",6017720
"742",2025-02-10,"91990018C0039","Department of Education",48496941,6391935,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990018C0039&modNumber=P00020&idvAgencyID=&idvPIID=&contractType=AWARD","RESEARCH TRIANGLE INSTITUTE","2019-20 National Postsecondary Student Aid Study (NPSAS 2020). The NPSAS 2020 contract is designed to fulfill a requirement to conduct a series of studies, based largely on administrative data collections and some student interviews, to comply with the Higher Education Opportunity Act of 2008. These studies are designed to describe (1) how students and their families finance postsecondary education and (2) students' persistence, attainment, and workforce outcomes.",6391935
"743",2025-02-10,"91990022F0042","Department of Education",20865605.49,6693251,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990022F0042&modNumber=P00005&idvAgencyID=&idvPIID=47QTCK18D0036&contractType=AWARD","ACCENTURE FEDERAL SERVICES LLC","IES Digital Modernization",6693251
"744",2025-02-10,"91990023F0034","Department of Education",13090920.48,10044121,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990023F0034&modNumber=P00003&idvAgencyID=&idvPIID=91990023D0006&contractType=AWARD","AMERICAN INSTITUTES FOR RESEARCH IN THE","LONGITUDINAL SURVEYS BRANCH TECHNICAL AND LOGISTICAL SUPPORT",10044121
"745",2025-02-10,"91990019C0004","Department of Education",14359354.55,10610256,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990019C0004&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD","ABT GLOBAL LLC","Scholarships for Opportunity and Results (SOAR)
Re-Authorization Act, Evaluating the DC Opportunity Scholarship Program",10610256
"746",2025-02-10,"91990022F0006","Department of Education",15255315,11483849,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990022F0006&modNumber=P00005&idvAgencyID=&idvPIID=GS00F428GA&contractType=AWARD","ACTIVATE RESEARCH INC.","The purpose of this Contract is to provide technical assistance and expert advice to support the projects of the Statistical Standards and Data Confidentiality Staff (SSDCS) related to statistical standards, confidentiality, and data security.",11483849
"747",2025-02-10,"91990024F0347","Department of Education",10257928.04,11592863,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990024F0347&modNumber=P00002&idvAgencyID=&idvPIID=91990023D0042&contractType=AWARD","RESEARCH TRIANGLE INSTITUTE","	THE PURPOSE OF THIS PROCUREMENT IS TO PROVIDE IMPLEMENTATION SUPPORT FOR THE PRODUCTION AND DISSEMINATION OF REPORTS AND WEB PRODUCTS ON EDUCATIONAL TOPICS FOR THE ANNUAL REPORTS AND INFORMATION STAFF PROGRAM.",11592863
"748",2025-02-10,"91990022F0007","Department of Education",17147304.5,13282175,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990022F0007&modNumber=P00011&idvAgencyID=&idvPIID=GS35F0329Y&contractType=AWARD","SANAMETRIX INC","Technical assistance and expert advice to support the projects of the Statistical Standards and Data Confidentiality Staff (SSDCS) related to statistical standards, confidentiality, and data security.",13282175
"749",2025-02-10,"91990019C0066","Department of Education",19990472.3,13296858,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990019C0066&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD","MATHEMATICA INC.","Feasibility and conduct of an impact evaluation of teacher residency programs or professional development for classroom teachers.  Contract assess the feasibility of conducting an impact evaluation of teacher residency programs and study design work to identify professional development for classroom teachers that complements existing policy and research",13296858
"750",2025-02-10,"91990024F0367","Department of Education",14082522.18,13352946,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990024F0367&modNumber=P00001&idvAgencyID=&idvPIID=91990023D0008&contractType=AWARD","APPLIED ENTERPRISE MANAGEMENT CORPORATIO","	COMMON EDUCATION DATA STANDARDS SUPPORT SERVICES",13352946
"751",2025-02-10,"91990019C0002","Department of Education",57549829,13581831,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990019C0002&modNumber=P00017&idvAgencyID=&idvPIID=&contractType=AWARD","WESTAT, INC.","The Design and Conduct of the Early Childhood Longitudinal Study, Kindergarten Class of 2022-23 provides important information on children¿s early learning and development, preschool/early care and education experiences, transition into kindergarten, and progress through the elementary grades, building upon knowledge acquired from the previous Early Childhood Longitudinal Studies.",13581831
"752",2025-02-10,"91990018C0057","Department of Education",22739370.73,14830356,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990018C0057&modNumber=P00014&idvAgencyID=&idvPIID=&contractType=AWARD","MATHEMATICA INC.","Assessing the Effectiveness in the Evaluation of Adult Education.

The Department of Education (ED) is conducting a  National Assessment of Adult Education. As part of this assessment, we would like to identify promising adult education strategies and design approaches to evaluate them rigorously and options to conduct up to two impact evaluations. The results of this study will be provided as a National Assessment of Adult Education report to Congress.",14830356
"753",2025-02-10,"91990018C0046","Department of Education",54525960,15838568,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990018C0046&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD","AMERICAN INSTITUTES FOR RESEARCH IN THE","This contract is for An Impact Evaluation of Training in Multi-Tiered Systems of Support for Reading in Early Elementary School (MTSS-R)",15838568
"754",2025-02-10,"91990024F0327","Department of Education",19220083.02,18239982,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990024F0327&modNumber=P00003&idvAgencyID=&idvPIID=91990023D0046&contractType=AWARD","SANAMETRIX INC","EDUCATION DEMOGRAPHIC AND GEOGRAPHIC ESTIMATES, GEOSPATIAL IT SUPPORT",18239982
"755",2025-02-10,"91990024F0301","Department of Education",27654305.9,22109549,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990024F0301&modNumber=P00003&idvAgencyID=&idvPIID=91990023D0006&contractType=AWARD","AMERICAN INSTITUTES FOR RESEARCH IN THE","International Activities Core Support - Base plus four option years.",22109549
"756",2025-02-10,"91990022C0066","Department of Education",29440811.84,22588869,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990022C0066&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD","GENERAL DYNAMICS INFORMATION TECHNOLOGY,","Assistance with review of grant applications.",22588869
"757",2025-02-10,"91990025F0014","Department of Education",23319641,23319641,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990025F0014&modNumber=P00001&idvAgencyID=&idvPIID=91990023D0002&contractType=AWARD","ABT GLOBAL LLC","What Works Clearinghouse Supporting and Analyzing Grantee Evaluations (WWC-SAGE)",23319641
"758",2025-02-10,"91990024F0331","Department of Education",39369398.79,37824396,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990024F0331&modNumber=P00001&idvAgencyID=&idvPIID=91990023D0008&contractType=AWARD","APPLIED ENTERPRISE MANAGEMENT CORPORATIO","ED FACTS DATA AND DISSEMINATION SUPPORT SERVICES",37824396
"759",2025-02-10,"91990019C0078","Department of Education",43357636.91,38468659,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990019C0078&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD","AMERICAN INSTITUTES FOR RESEARCH IN THE","This contract is to design and evaluate the effectiveness of transition supports for youth with disabilities served under the Individuals with Disabilities Education Act (IDEA).",38468659
"760",2025-02-13,"91990020P0014","Department of Education",70003,0,2025-02-14,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990020P0014&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD","WEST PUBLISHING CORPORATION","This contract is for West LegalEdcenter services for the Office of General Counsel.",0
"761",2025-02-13,"91990022C0010","Department of Education",28390233,13855291,2025-02-14,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990022C0010&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD","MCREL INTERNATIONAL","The U.S. Department of Education intends to award nine contracts to qualified entities to serve as the Regional Educational Laboratory (REL) for nine of the 10 REL regions. The purpose of each REL is to assist practitioners and policymakers in their work to improve outcomes for learners in its region from early childhood to adulthood by supporting stakeholders in the generation and use of research, evidence, and evidence-based practices",13855291
"762",2025-02-13,"91990022C0009","Department of Education",28655439,14047290,2025-02-14,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990022C0009&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD","WESTED","The U.S. Department of Education Regional Educational Laboratory (REL) is awarding for nine of the 10 REL regions. The purpose of each REL is to assist practitioners and policymakers in their work to improve outcomes for learners in its region from early childhood to adulthood by supporting stakeholders in the generation and use of research, evidence, and evidence-based practices",14047290
"763",2025-02-13,"91990022C0015","Department of Education",29008339,14094759,2025-02-14,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990022C0015&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD","MATHEMATICA INC.","The U.S. Department of Education Regional Educational Laboratory (REL) is awarding for nine of the 10 REL regions. The purpose of each REL is to assist practitioners and policymakers in their work to improve outcomes for learners in its region from early childhood to adulthood by supporting stakeholders in the generation and use of research, evidence, and evidence-based practices",14094759
"764",2025-02-13,"91990023C0003","Department of Education",28312000,16500000,2025-02-14,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990023C0003&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD","AMERICAN INSTITUTES FOR RESEARCH IN THE","The U.S. Department of Education Regional Educational Laboratory (REL) is awarding for nine of the 10 REL regions. The purpose of each REL is to assist practitioners and policymakers in their work to 
improve outcomes for learners in its region from early childhood to adulthood by supporting stakeholders in the generation and use of research, evidence, and evidence-based practices.",16500000
"765",2025-02-13,"91990022C0011","Department of Education",35806772,17400000,2025-02-14,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9100&PIID=91990022C0011&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD","AMERICAN INSTITUTES FOR RESEARCH IN THE","The U.S. Department of Education Regional Educational Laboratory (REL) is awarding for nine of the 10 REL regions. The purpose of each REL is to assist practitioners and policymakers in their work to improve outcomes for learners in its region from early childhood to adulthood by supporting stakeholders in the generation and use of research, evidence, and evidence-based practices",17400000
